[2026-07-22 17:12:04] [INFO] Evaluated 45549 BIN items. Flips Found: 255. Cache Queue: 102 pending.
[2026-07-22 17:12:04] [FLIP] [Tier 5] Mythic Bouncy Leggings              | Cost: 129,000      | Profit: 5,301,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ghostly Boots                       | Cost: 1,400,000    | Profit: 4,361,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Skeleton Soldier Helmet        | Cost: 400,000      | Profit: 4,947,210   | Sales/Day: 135  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Spicy Zombie Soldier Cutlass        | Cost: 400,000      | Profit: 5,003,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fine Soulstealer Bow                | Cost: 1,000,000    | Profit: 4,331,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Pure Skeleton Soldier Chestplate    | Cost: 1,999,999    | Profit: 3,321,212   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 2,499,998    | Profit: 2,899,715   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 999,000      | Profit: 4,372,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Water Hydra Head                    | Cost: 7,000,000    | Profit: 1,701,210   | Sales/Day: 317  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 2,500,000    | Profit: 2,910,211   | Sales/Day: 116  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Gentle Zombie Soldier Cutlass       | Cost: 99,000       | Profit: 5,304,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fairy's Polo                        | Cost: 1,500,000    | Profit: 3,851,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fairy's Polo                        | Cost: 1,999,999    | Profit: 3,351,212   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Miner Helmet                        | Cost: 1,500,000    | Profit: 3,901,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ancient Mythos Leggings             | Cost: 35,000,000   | Profit: 7,026,972   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Clean Skeleton Soldier Boots        | Cost: 1,000,000    | Profit: 4,336,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Goblin Chestplate                   | Cost: 100,000      | Profit: 5,202,711   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fast Silent Death                   | Cost: 1,000,000    | Profit: 4,788,585   | Sales/Day: 119  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 3,000,000    | Profit: 2,410,211   | Sales/Day: 116  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 2,000,000    | Profit: 3,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 3] Brilliant Lava Shell Necklace       | Cost: 8,999,999    | Profit: 1,551,212   | Sales/Day: 15   
[2026-07-22 17:16:45] [FLIP] [Tier 5] Snowy Thunderbolt Necklace          | Cost: 4,500,000    | Profit: 4,499,999   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Skeleton Master Helmet         | Cost: 400,000      | Profit: 4,962,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Miner Helmet                        | Cost: 3,900,000    | Profit: 1,501,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Skeleton Lord Leggings         | Cost: 1,200,000    | Profit: 4,500,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Skeletor Helmet              | Cost: 1,000,000    | Profit: 4,500,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heavy Zombie Knight Leggings        | Cost: 259,000      | Profit: 5,112,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 399,999      | Profit: 5,021,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ancient Werewolf Leggings ✪✪✪✪✪     | Cost: 7,000,000    | Profit: 3,027,362   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 57,320,000   | Profit: 14,049,125  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Super Heavy Helmet             | Cost: 300,000      | Profit: 5,071,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Skeleton Master Boots ✪✪✪✪✪  | Cost: 3,000,000    | Profit: 2,355,933   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Goblin Leggings                     | Cost: 1,300,000    | Profit: 4,031,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Spicy Zombie Knight Sword           | Cost: 200,000      | Profit: 5,221,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Pure Super Heavy Helmet             | Cost: 210,000      | Profit: 5,161,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 2,444,444    | Profit: 2,965,767   | Sales/Day: 116  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 4,000,000    | Profit: 1,421,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Skeleton Master Chestplate     | Cost: 3,000,000    | Profit: 2,361,210   | Sales/Day: 338  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Trashy Rod of Champions             | Cost: 22,000,000   | Profit: 6,904,389   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Titanic Zombie Knight Helmet        | Cost: 400,000      | Profit: 5,016,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] ✿ Ancient Infernal Terror Leggings  | Cost: 420,000,000  | Profit: 63,197,005  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] ✿ Ancient Infernal Terror Boots     | Cost: 420,000,000  | Profit: 60,935,150  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Suspicious Deathripper Dagger       | Cost: 62,700,000   | Profit: 19,750,761  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 400,000      | Profit: 5,021,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Renowned Infernal Crimson Helmet    | Cost: 295,000,000  | Profit: 33,417,718  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 1,000,000    | Profit: 4,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 1,000,000    | Profit: 4,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 1,000,000    | Profit: 4,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Taurus Helmet                       | Cost: 3,500,000    | Profit: 1,951,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Zombie Soldier Helmet          | Cost: 200,000      | Profit: 5,131,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ancient Hot Terror Leggings ✪✪✪✪✪   | Cost: 40,000,000   | Profit: 18,105,040  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 500,000      | Profit: 4,850,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 1,550,000    | Profit: 3,821,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Rooted Peony Necklace               | Cost: 5,000,000    | Profit: 6,199,598   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fine Machine Gun Shortbow           | Cost: 10,000,000   | Profit: 8,665,344   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Snowy Thunderbolt Necklace          | Cost: 9,500,000    | Profit: 4,801,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Skeleton Master Leggings       | Cost: 500,000      | Profit: 4,861,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moonglade Ring                      | Cost: 8,000,000    | Profit: 5,301,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heavy Zombie Soldier Chestplate     | Cost: 1,000,000    | Profit: 4,344,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heavy Zombie Soldier Chestplate     | Cost: 500,000      | Profit: 4,844,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Skeleton Master Leggings       | Cost: 3,500,000    | Profit: 1,861,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Legendary Earthen Blade             | Cost: 1,000,000    | Profit: 4,443,807   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Brilliant Molten Necklace           | Cost: 3,670,000    | Profit: 5,079,997   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Loving Hot Aurora Chestplate        | Cost: 10,000,000   | Profit: 2,386,655   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Withered Pyrochaos Dagger           | Cost: 55,000,000   | Profit: 7,514,543   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Suspicious Deathripper Dagger       | Cost: 57,670,000   | Profit: 8,751,529   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heroic Zombie Soldier Cutlass       | Cost: 500,000      | Profit: 4,903,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fast Conjuring                      | Cost: 500,000      | Profit: 4,998,809   | Sales/Day: 159  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Epic Zombie Soldier Cutlass         | Cost: 100,000      | Profit: 5,303,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 2] Ancient Perfect Chestplate - Tier X | Cost: 19,999,999   | Profit: 2,381,783   | Sales/Day: 4    
[2026-07-22 17:16:45] [FLIP] [Tier 5] Pure Rotten Leggings                | Cost: 667,667      | Profit: 4,678,544   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Absolutely Perfect Boots - Tier XII | Cost: 25,000,000   | Profit: 9,445,875   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Goblin Chestplate                   | Cost: 1,500,000    | Profit: 3,802,711   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 2,000,000    | Profit: 3,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moogma Leggings                     | Cost: 2,000,000    | Profit: 3,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 62,899,000   | Profit: 8,370,585   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Rapid Soulstealer Bow               | Cost: 499,999      | Profit: 4,831,212   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 2,499,999    | Profit: 2,899,714   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 1,499,999    | Profit: 3,850,210   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Suspicious Pyrochaos Dagger         | Cost: 45,999,000   | Profit: 9,515,937   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 1,000,000    | Profit: 4,350,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Zombie Knight Chestplate     | Cost: 999,999      | Profit: 4,401,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Withered Deathripper Dagger         | Cost: 58,000,000   | Profit: 8,246,443   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 3,000,000    | Profit: 2,421,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 3,000,000    | Profit: 2,421,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ghostly Boots                       | Cost: 4,000,000    | Profit: 1,761,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fierce Super Heavy Helmet           | Cost: 444,444      | Profit: 4,926,766   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ghostly Boots                       | Cost: 1,800,000    | Profit: 3,961,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heroic Earthen Blade                | Cost: 999,999      | Profit: 4,443,808   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moonglade Ring                      | Cost: 9,000,000    | Profit: 4,301,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Titanic Zombie Soldier Helmet       | Cost: 999,999      | Profit: 4,331,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fast Earthen Blade ✪✪✪✪✪            | Cost: 1,000,000    | Profit: 4,443,807   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 4,000,000    | Profit: 1,410,211   | Sales/Day: 116  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 4,000,000    | Profit: 1,410,211   | Sales/Day: 116  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 61,999,999   | Profit: 6,518,625   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 4,000,000    | Profit: 1,399,713   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Smart Skeleton Master Leggings      | Cost: 700,000      | Profit: 4,661,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Light Skeleton Master Boots         | Cost: 1,100,000    | Profit: 4,255,933   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 65,000,000   | Profit: 15,461,988  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Mythic Flaming Chestplate           | Cost: 3,000,000    | Profit: 2,410,211   | Sales/Day: 116  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Mythic Moogma Leggings              | Cost: 3,000,000    | Profit: 2,371,211   | Sales/Day: 139  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 400,000      | Profit: 4,950,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Titanic Skeleton Master Leggings    | Cost: 798,000      | Profit: 4,563,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Sniper Helmet                  | Cost: 598,000      | Profit: 4,763,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Goblin Helmet                       | Cost: 2,500,000    | Profit: 2,802,711   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heavy Zombie Soldier Leggings       | Cost: 500,000      | Profit: 4,844,989   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Goblin Boots                        | Cost: 3,000,000    | Profit: 2,302,711   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Light Skeleton Master Leggings      | Cost: 799,000      | Profit: 4,562,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 500,000      | Profit: 4,850,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Clean Zombie Soldier Leggings       | Cost: 4,000,000    | Profit: 1,344,989   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Moonglade Ring                      | Cost: 9,999,999    | Profit: 3,301,212   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Light Zombie Knight Leggings        | Cost: 1,950,000    | Profit: 3,421,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Wise Zombie Knight Helmet           | Cost: 3,000,000    | Profit: 2,416,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Light Zombie Knight Leggings        | Cost: 3,000,000    | Profit: 2,371,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 68,000,000   | Profit: 13,360,549  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Odd Zombie Commander Whip           | Cost: 2,000,000    | Profit: 3,687,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Mythic Skeleton Master Chestplate   | Cost: 3,000,000    | Profit: 2,361,210   | Sales/Day: 338  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fine Soulstealer Bow                | Cost: 1,000,000    | Profit: 4,331,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 60,000,000   | Profit: 6,409,587   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Flaming Chestplate                  | Cost: 2,500,000    | Profit: 2,910,211   | Sales/Day: 116  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Snowy Thunderbolt Necklace          | Cost: 13,000,000   | Profit: 1,301,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ancient Fiery Terror Leggings       | Cost: 100,000,000  | Profit: 16,840,364  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Pyrochaos Dagger             | Cost: 52,000,000   | Profit: 5,224,586   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 52,000,000   | Profit: 13,105,583  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Fabled Deathripper Dagger           | Cost: 62,000,000   | Profit: 10,224,960  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Renowned Infernal Crimson Chestplat | Cost: 303,303,303  | Profit: 33,701,629  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 2,999,666    | Profit: 2,400,047   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Rabbit Hat                          | Cost: 3,333,333    | Profit: 2,066,380   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Sharp Earthen Blade ✪✪✪✪✪           | Cost: 5,000,000    | Profit: 1,028,767   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ancient Mythos Boots                | Cost: 8,000,000    | Profit: 1,497,366   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Goblin Chestplate                   | Cost: 1,999,999    | Profit: 3,302,712   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Ancient Mythos Leggings             | Cost: 40,000,000   | Profit: 4,583,523   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Blade of the Volcano                | Cost: 1,499,999    | Profit: 3,921,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] ✿ Renowned Infernal Crimson Chestpl | Cost: 300,000,000  | Profit: 31,801,560  | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Clean Skeleton Soldier Chestplate   | Cost: 2,000,000    | Profit: 3,321,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Smart Zombie Soldier Chestplate     | Cost: 2,000,000    | Profit: 3,344,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Epic Zombie Soldier Cutlass         | Cost: 2,000,000    | Profit: 3,403,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Goblin Helmet                       | Cost: 1,490,000    | Profit: 3,812,711   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Miner Helmet                        | Cost: 4,000,000    | Profit: 1,401,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Legendary Zombie Commander Whip     | Cost: 3,000,000    | Profit: 2,687,809   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Clean Skeletor Helmet               | Cost: 1,000,000    | Profit: 4,500,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Heavy Skeleton Soldier Chestplate   | Cost: 2,300,000    | Profit: 3,021,211   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Slug Boots                          | Cost: 3,000,000    | Profit: 2,350,209   | Sales/Day: 150  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Squid Boots                         | Cost: 998,000      | Profit: 4,327,210   | Sales/Day: 999  
[2026-07-22 17:16:45] [FLIP] [Tier 5] Titanic Skeleton Soldier Chestplate | Cost: 4,000,000    | Profit: 1,321,211   | Sales/Day: 999  
